Date Scraped,Title,news_summary,news_card_image,Date Published,Link,Publication,Author,text,id,predicted_category,similarity,cluster,cluster_size
2025-05-12,ricky ponting deboards flight home from india as ipl remains in limbo after ceasefire,a selfless act from the australian legend despite the uncertainty proves why he is so respected.,https://images.7news.com.au/publication/C-18658104/565164e6384702deaede80c1d98b26b578298fef-16x9-x0y0w1280h720.jpg,2025-05-11 9:55 PM,https://7news.com.au/sport/cricket/ricky-ponting-deboards-flight-home-from-india-as-ipl-remains-in-limbo-after-ceasefire-c-18658104,7news.com.au,scott bailey and harrison reid,"ricky ponting deboards flight home from india as ipl remains in limbo after ceasefire 

 a selfless act from the australian legend despite the uncertainty proves why he is so respected.",166,sports,0.5565316081047058,1,412
2025-05-12,not quite done yet with the mighty dunny yarns,nil,"https://static.ffx.io/images/$zoom_1.6556,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_65/t_crop_custom/q_86,f_jpg/d51781c5614995563bbf4ce4a8b06344486e0d25",2025-05-11 9:00 PM,https://www.smh.com.au/national/nsw/not-quite-done-yet-with-the-mighty-dunny-yarns-20250508-p5lxn8.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"not quite done yet with the mighty dunny yarns 

 ",167,politics,0.5919898748397827,1,412
2025-05-12,north melbourne face nervous wait after luke mcdonald’s hit on brisbane midfielder jarrod berry,‘that’s as tough an incident to assess as i’ve seen for quite some time.’,https://images.7news.com.au/publication/C-18657831/64e17720c3cca6da2441a2e32ddb64e86bce223a-16x9-x0y0w1280h720.jpg,2025-05-11 9:10 PM,https://7news.com.au/sport/afl/north-melbourne-face-nervous-wait-after-luke-mcdonalds-hit-on-brisbane-midfielder-jarrod-berry-c-18657831,7news.com.au,ethan james,"north melbourne face nervous wait after luke mcdonald’s hit on brisbane midfielder jarrod berry 

 ‘that’s as tough an incident to assess as i’ve seen for quite some time.’",168,sports,0.5098830461502075,1,412
2025-05-12,blazing fireball captured flying across wa sky,nil,,2025-05-11 9:02 PM,https://www.youtube.com/watch?v=Af_5x8PxaDM,9news australia,9 news australia,"blazing fireball captured flying across wa sky 

 ",169,sports,0.5327794551849365,1,412
2025-05-12,man charged after allegedly driving at more than seven times legal limit,the 29-year-old will face court next month.,https://images.7news.com.au/publication/C-18657646/f7e973164b326912736f381d09b8ecd23f21af0c-16x9-x194y0w978h550.png,2025-05-11 8:31 PM,https://7news.com.au/news/man-charged-after-allegedly-driving-at-more-than-seven-times-legal-limit-c-18657646,7news.com.au,digital staff,"man charged after allegedly driving at more than seven times legal limit 

 the 29-year-old will face court next month.",170,politics,0.582902729511261,1,412
2025-05-12,one hell of a meteor' spotted shooting across sky in western australia | 9 news australia,nil,,2025-05-11 8:33 PM,https://www.youtube.com/watch?v=2R19X1k_OSw,9news australia,9 news australia,"one hell of a meteor' spotted shooting across sky in western australia | 9 news australia 

 ",171,sports,0.4947164058685303,1,412
2025-05-12,mammoth cocaine bust off nsw mid north coast,nil,,2025-05-11 8:19 PM,https://www.youtube.com/watch?v=4KHtMBImWU0,9news australia,9 news australia,"mammoth cocaine bust off nsw mid north coast 

 ",172,lifestyle,0.5580918788909912,1,412
2025-05-12,‘dehumanising’: abbie chatfield in tears amid feud with clementine ford,abbie chatfield has broken down in tears in a lengthy social media tirade accusing activist clementine ford of “dehumanising” her.,https://content.api.news/v3/images/bin/c0fe3d961dfeb5fc92851d4586e181a1?width=320,2025-05-11 8:35 PM,https://www.news.com.au/entertainment/celebrity-life/dehumanising-abbie-chatfield-in-tears-amid-feud-with-clementine-ford/news-story/2badeffac9980b07a0e76badd84a0aca?from=rss-basic,rss news.com.au — australia’s #1 news site | national news,nil,"‘dehumanising’: abbie chatfield in tears amid feud with clementine ford 

 abbie chatfield has broken down in tears in a lengthy social media tirade accusing activist clementine ford of “dehumanising” her.",173,politics,0.5885258913040161,1,412
2025-05-12,one hell of a meteor' spotted shooting across sky in western australia,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/a09f2617b2e6b506e56bb0d62432297755685c00",2025-05-11 8:19 PM,https://www.smh.com.au/national/one-hell-of-a-meteor-spotted-shooting-across-sky-in-western-australia-20250511-p5lyak.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"one hell of a meteor' spotted shooting across sky in western australia 

 ",174,sports,0.5349081754684448,1,412
2025-05-12,australian cricketers return home from india,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/0999f5aab92ca57ff68090176322062cbd26afd2",2025-05-11 8:03 PM,https://www.smh.com.au/national/australian-cricketers-return-home-from-india-20250511-p5lyaj.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"australian cricketers return home from india 

 ",175,sports,0.45442765951156616,1,412
2025-05-12,mammoth nsw cocaine drug bust; india and pakistan 'violate' ceasefire | 9 news australia,nil,,2025-05-11 7:58 PM,https://www.youtube.com/watch?v=iiHeJn8MEds,9news australia,9 news australia,"mammoth nsw cocaine drug bust; india and pakistan 'violate' ceasefire | 9 news australia 

 ",176,politics,0.4887455403804779,1,412
2025-05-12,airport upgrade aims to get passengers from door to gate in 15 minutes | 9 news australia,nil,,2025-05-11 7:43 PM,https://www.youtube.com/watch?v=-adHGv-Oovk,9news australia,9 news australia,"airport upgrade aims to get passengers from door to gate in 15 minutes | 9 news australia 

 ",177,sports,0.510619580745697,1,412
2025-05-12,how student debt changes made the same degrees more expensive,nil,"https://static.ffx.io/images/$zoom_0.3808,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_607,$y_121/t_crop_custom/q_86,f_auto/198f21fa25549c6ddada8cc08a2af8e620db9bbd",2025-05-11 7:45 PM,https://www.smh.com.au/national/nsw/how-student-debt-changes-made-the-same-degrees-more-expensive-20250508-p5lxl0.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,christopher harris,"how student debt changes made the same degrees more expensive 

 ",178,politics,0.5531450510025024,1,412
2025-05-12,vladimir putin offers direct peace talks with ukraine after rejecting ceasefire plea | abc news,nil,,2025-05-11 7:38 PM,https://www.youtube.com/watch?v=eBzbaKimhuc,abc news (australia),abc news (australia),"vladimir putin offers direct peace talks with ukraine after rejecting ceasefire plea | abc news 

 ",179,politics,0.47009044885635376,1,412
2025-05-12,india and pakistan accuse each other of violating a ceasefire | abc news,nil,,2025-05-11 7:22 PM,https://www.youtube.com/watch?v=egi8fpxkvfA,abc news (australia),abc news (australia),"india and pakistan accuse each other of violating a ceasefire | abc news 

 ",180,politics,0.4823402166366577,1,412
2025-05-12,police forced to deliver baby after woman goes into labour in a car park | 9 news australia,nil,,2025-05-11 7:22 PM,https://www.youtube.com/watch?v=YD4WWelpd5Q,9news australia,9 news australia,"police forced to deliver baby after woman goes into labour in a car park | 9 news australia 

 ",181,politics,0.5038880705833435,1,412
2025-05-12,teenage boy allegedly attempts to smuggle weapons into afl match | 9 news australia,nil,,2025-05-11 7:16 PM,https://www.youtube.com/watch?v=NR8Abtzh450,9news australia,9 news australia,"teenage boy allegedly attempts to smuggle weapons into afl match | 9 news australia 

 ",182,sports,0.46597033739089966,1,412
2025-05-12,‘they killed my baby twice’: the women being used and abused for visas,nil,"https://static.ffx.io/images/$zoom_0.18399273317190765,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_107,$y_193/t_crop_custom/q_86,f_auto/a4dd0bde0c2f756d45eec7c0319d0e5346e315db",2025-05-11 7:30 PM,https://www.smh.com.au/national/they-killed-my-baby-twice-the-women-being-used-and-abused-for-visas-20250509-p5ly29.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,wendy tuohy,"‘they killed my baby twice’: the women being used and abused for visas 

 ",183,politics,0.5180454254150391,1,412
2025-05-12,how trump’s tariffs will turbocharge child deaths in africa,nil,"https://static.ffx.io/images/$zoom_0.2649,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_jpg/cc5cbad3f27d02cc4e8aec399347d03bb46c0afc",2025-05-11 7:30 PM,https://www.smh.com.au/national/how-trump-s-tariffs-will-turbocharge-child-deaths-in-africa-20250508-p5lxo3.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,passy mubalama,"how trump’s tariffs will turbocharge child deaths in africa 

 ",184,politics,0.5147249698638916,1,412
2025-05-12,victoria's first female treasurer prepares for first budget,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/d2a924b8ef21b1356ac704b013e59329d3a85666",2025-05-11 7:15 PM,https://www.smh.com.au/national/victorias-first-female-treasurer-prepares-for-first-budget-20250511-p5lyaa.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"victoria's first female treasurer prepares for first budget 

 ",185,politics,0.5080397129058838,1,412
2025-05-12,toxic algae cripples businesses,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/11cf438e5da475468a9b340817ee536d8e6e9ba4",2025-05-11 7:14 PM,https://www.smh.com.au/national/toxic-algae-cripples-businesses-20250511-p5lyab.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"toxic algae cripples businesses 

 ",186,lifestyle,0.507600724697113,1,412
2025-05-12,mother held at knifepoint during home invasion,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/75cd123d8b76bcf47b479adbcac8551193a254a6",2025-05-11 7:14 PM,https://www.smh.com.au/national/mother-held-at-knifepoint-during-home-invasion-20250511-p5lyac.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"mother held at knifepoint during home invasion 

 ",187,politics,0.5436009168624878,1,412
2025-05-12,mum reunites with officers who helped her give birth in car park,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/b0ed0da54246b0fd9ecd5adf3fb601d928b23358",2025-05-11 7:14 PM,https://www.smh.com.au/national/mum-reunites-with-officers-who-helped-her-give-birth-in-car-park-20250511-p5lyad.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"mum reunites with officers who helped her give birth in car park 

 ",188,politics,0.5484239459037781,1,412
2025-05-12,teen allegedly caught trying to enter afl match with imitation gun,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/da7b99d47ded52d57c1460980b002f2d030c0247",2025-05-11 7:09 PM,https://www.smh.com.au/national/teen-allegedly-caught-trying-to-enter-afl-match-with-imitation-gun-20250511-p5lya9.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"teen allegedly caught trying to enter afl match with imitation gun 

 ",189,sports,0.46960920095443726,1,412
2025-05-12,‘magnetic’: family mourns melbourne tradie who drowned in thailand,nil,"https://static.ffx.io/images/$zoom_1.123,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_107/t_crop_custom/q_86,f_auto/925e645e2bc5a069325201b7051185261eafc324",2025-05-11 7:07 PM,https://www.smh.com.au/national/victoria/magnetic-family-mourns-melbourne-tradie-who-drowned-in-thailand-20250510-p5ly35.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,ashleigh mcmillan,"‘magnetic’: family mourns melbourne tradie who drowned in thailand 

 ",190,lifestyle,0.5422776341438293,1,412
2025-05-12,baby blake’s reunion with police officers who helped bring him into the world,blake was born in a carpark in march after his father flagged down two cops returning to their station.,https://images.7news.com.au/publication/C-18656518/96a61fdb4210d53115e419cf6de25422d80055af-16x9-x0y0w1280h720.jpg,2025-05-11 7:03 PM,https://7news.com.au/news/qld/baby-blakes-reunion-with-police-officers-who-helped-bring-him-into-the-world-c-18656518,7news.com.au,lauren thomson,"baby blake’s reunion with police officers who helped bring him into the world 

 blake was born in a carpark in march after his father flagged down two cops returning to their station.",191,music,0.5613493323326111,1,412
2025-05-12,meet the experts sent overseas to identify human remains after tragedies,"the team has seen the aftermath of some of the most world’s most horrific events, from the bali bombings to flight mh17.",https://images.7news.com.au/publication/C-18533426/d5028adc5623089201674315dfe50a8674012ea1-16x9-x0y0w1280h720.jpg,2025-05-11 6:50 PM,https://7news.com.au/news/meet-the-experts-sent-overseas-to-identify-human-remains-after-tragedies-c-18533426,7news.com.au,hayley taylor,"meet the experts sent overseas to identify human remains after tragedies 

 the team has seen the aftermath of some of the most world’s most horrific events, from the bali bombings to flight mh17.",192,sports,0.4643397331237793,1,412
2025-05-12,killed me': hayne's honest call after successful return | 9 news australia,nil,,2025-05-11 6:39 PM,https://www.youtube.com/watch?v=uJZ7hYZrLhk,9news australia,9 news australia,"killed me': hayne's honest call after successful return | 9 news australia 

 ",193,sports,0.5416974425315857,1,412
2025-05-12,pope leo makes a series of surprise visits | 9 news australia,nil,,2025-05-11 6:34 PM,https://www.youtube.com/watch?v=shvGbaFYDL0,9news australia,9 news australia,"pope leo makes a series of surprise visits | 9 news australia 

 ",194,politics,0.48758330941200256,0,32
2025-05-12,"they came, they flipped, they conquered: why these aussies have a lot to cheer about",nil,"https://static.ffx.io/images/$zoom_0.353,$multiply_0.7554,$ratio_1.777778,$width_1059,$x_0,$y_0/t_crop_custom/q_86,f_auto/097d51114fd92886af3432e7d06ba944006eb6a1",2025-05-11 7:00 PM,https://www.smh.com.au/national/victoria/they-came-they-flipped-they-conquered-why-these-aussies-have-a-lot-to-cheer-about-20250511-p5ly82.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,caroline schelle,"they came, they flipped, they conquered: why these aussies have a lot to cheer about 

 ",195,sports,0.5074102878570557,1,412
2025-05-12,sydney airport domestic terminal gets upgrade,nil,"https://static.ffx.io/images/$width_800,$height_450/t_crop_fill/q_86,f_jpg/6f3f3f8a3eccb96e59771040326a59e9e687d14c",2025-05-11 6:59 PM,https://www.smh.com.au/national/sydney-airport-domestic-terminal-gets-upgrade-20250511-p5lya5.html?ref=rss&utm_medium=rss&utm_source=rss_national,sydney morning herald - national,nil,"sydney airport domestic terminal gets upgrade 

 ",196,sports,0.5422847270965576,1,412
